PROGRAM CODE,PROGRAM NAME,COURSE CODE,COURSE NAME,GROUP NAME,TOTAL
CS225,BACHELOR OF SCIENCE (HONOURS) (DATA COMMUNICATION AND NETWORKING),CSP650,PROJECT,CS22510P,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),CSC404,PROGRAMMING II,CS2302A,16
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),CSC404,PROGRAMMING II,CS2302B,14
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),CSC438,FUNDAMENTAL OF DATA STRUCTURES,CS2305A,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),CSC463,FUNDAMENTALS OF ARTIFICIAL INTELLIGENCE,CS2303B,24
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),CSC508,DATA STRUCTURES,CS2305A,18
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),CSC508,DATA STRUCTURES,CS2305B,24
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),CSC510,DISCRETE STRUCTURES,CS2302A,2
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),CSC510,DISCRETE STRUCTURES,CS2303A,15
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),CSC510,DISCRETE STRUCTURES,CS2303B,24
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),CSC520,PRINCIPLES OF OPERATING SYSTEMS,CS2302A,14
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),CSC520,PRINCIPLES OF OPERATING SYSTEMS,CS2302B,15
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),CSC520,PRINCIPLES OF OPERATING SYSTEMS,CS2303A,15
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),CSC520,PRINCIPLES OF OPERATING SYSTEMS,CS2303B,23
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),CSC574,DYNAMIC WEB APPLICATION DEVELOPMENT,CS2305AK,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),CSC645,ALGORITHM ANALYSIS AND DESIGN,CS2305A,18
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),CSC645,ALGORITHM ANALYSIS AND DESIGN,CS2305B,25
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),CSP600,PROJECT FORMULATION,CS2305A,23
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),CSP600,PROJECT FORMULATION,CS2305B,20
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),CSP650,PROJECT,CS2307A,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),CST699,INDUSTRIAL TRAINING,CS2307A,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),CTU551,ISLAM AND ASIAN CIVILIZATION,CS2302A,14
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),CTU551,ISLAM AND ASIAN CIVILIZATION,CS2302B,14
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),CTU555,MALAYSIAN HISTORY,CS2303A,15
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),CTU555,MALAYSIAN HISTORY,CS2303B,26
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),ELC501,ENGLISH FOR CRITICAL ACADEMIC READING,CS2303A,34
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),ELC501,ENGLISH FOR CRITICAL ACADEMIC READING,CS2443A,5
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),ELC550,ENGLISH FOR ACADEMIC WRITING,CS2424A,3
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),ELC650,ENGLISH FOR PROFESSIONAL INTERACTION,CS2305A,20
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),ELC650,ENGLISH FOR PROFESSIONAL INTERACTION,CS2305B,23
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),ENT600,TECHNOLOGY ENTREPRENEURSHIP,CS2305A,18
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),ENT600,TECHNOLOGY ENTREPRENEURSHIP,CS2305B,25
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),HBU122,CIVIL DEFENCE II,BHBU122A,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),HBU126,BRASS BAND II,BHBU126B,3
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),HBU126,BRASS BAND II,BHBU126C,2
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),HBU126,BRASS BAND II,BHBU126E,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),HBU127,RED CRESCENT 2,BHBU127A,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),HKR115,QURANIC STUDIES I,BHKR115A,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),HPD132,THOUGHTS OF NATIONS LEADERS I,BHPD132A,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),HPD132,THOUGHTS OF NATIONS LEADERS I,BHPD132B,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),HPD133,COMMUNITY SERVICE I,BHPD133A,2
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),HPD133,COMMUNITY SERVICE I,BHPD133B,3
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),HPD135,FUNDAMENTALS OF FINANCIAL MANAGEMENT,BHPD135B,2
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),HSK117,FOOTBALL I,BHSK117A,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),HSK118,SOFTBALL I,BHSK118A,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),HSL111,BADMINTON I,BHSL111A,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),HSL117,ARCHERY I,BHSL117A,4
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),HSM113,TAEKWAN-DO I,BHSM113A,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),ITS432,DATABASE DESIGN AND APPLICATION,CS2302A,26
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),ITS432,DATABASE DESIGN AND APPLICATION,CS2302B,4
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),ITS472,DATABASE MANAGEMENT SYSTEMS,CS2303A,15
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),ITS472,DATABASE MANAGEMENT SYSTEMS,CS2303B,24
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),ITS472,DATABASE MANAGEMENT SYSTEMS,CS2305B,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),ITT400,INTRODUCTION TO DATA COMMUNICATION AND NETWORKING,CS2302A,16
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),ITT400,INTRODUCTION TO DATA COMMUNICATION AND NETWORKING,CS2302B,14
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),ITT531,PRINCIPLES OF NETWORKING,CS2305AK,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),MAT421,CALCULUS I,CS2302A,6
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),MAT421,CALCULUS I,CS2302B,21
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),MAT423,LINEAR ALGEBRA I,CS2302B,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),ROL121,ROTU (NAVY) II,BROL121A,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),ROU121,ROTU (AIRFORCE) II,BROU121A,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),STA404,STATISTICS FOR BUSINESS AND SOCIAL SCIENCES,CS2303A,15
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),TAC401,INTRODUCTORY ARABIC (LEVEL I),CST1AC,5
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),TAC501,INTRODUCTORY ARABIC (LEVEL III),CST3AB,2
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),TAC501,INTRODUCTORY ARABIC (LEVEL III),CST3AC,8
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),TFC401,INTRODUCTORY FRENCH (LEVEL I),CST1FA,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),TFC401,INTRODUCTORY FRENCH (LEVEL I),CST1FB,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),TFC501,INTRODUCTORY FRENCH (LEVEL III),CST3FB,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),TGC401,INTRODUCTORY GERMAN (LEVEL I),CST1GA,2
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),TGC501,INTRODUCTORY GERMAN (LEVEL III),CST3GA,3
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),TGC501,INTRODUCTORY GERMAN (LEVEL III),CST3GB,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),TIC401,INTRODUCTORY ITALIAN (LEVEL I),CST1IA,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),TIC401,INTRODUCTORY ITALIAN (LEVEL I),CST1IB,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),TJC401,INTRODUCTORY JAPANESE (LEVEL I),CST1JA,5
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),TJC401,INTRODUCTORY JAPANESE (LEVEL I),CST1JC,3
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),TJC501,INTRODUCTORY JAPANESE (LEVEL III),CST3JA,4
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),TJC501,INTRODUCTORY JAPANESE (LEVEL III),CST3JC,9
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),TKC501,INTRODUCTORY KOREAN (LEVEL III),CST3KA,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),TKC501,INTRODUCTORY KOREAN (LEVEL III),CST3KB,8
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),TMC401,INTRODUCTORY MANDARIN (LEVEL I),CST1MA,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),TMC401,INTRODUCTORY MANDARIN (LEVEL I),CST1MB,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),TMC401,INTRODUCTORY MANDARIN (LEVEL I),CST1MC,3
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),TMC401,INTRODUCTORY MANDARIN (LEVEL I),CST1MD,12
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),TMC401,INTRODUCTORY MANDARIN (LEVEL I),CST1ME,2
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),TMC401,INTRODUCTORY MANDARIN (LEVEL I),CST1MF,1
CS230,BACHELOR OF COMPUTER SCIENCE (HONOURS),TMC501,INTRODUCTORY MANDARIN (LEVEL III),CST3MD,6
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),CSC415,FUNDAMENTALS OF COMPUTER PROBLEM SOLVING,CS2401A,23
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),CSC435,OBJECT-ORIENTED PROGRAMMING,CS2402A,20
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),CSC435,OBJECT-ORIENTED PROGRAMMING,CS2402B,16
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),CSC444,JAVA PROGRAMMING,CS2405A,27
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),CSC444,JAVA PROGRAMMING,CS2405B,19
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),CSC444,JAVA PROGRAMMING,CS2405C,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),CSC520,PRINCIPLES OF OPERATING SYSTEMS,CS2403A,31
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),CSC520,PRINCIPLES OF OPERATING SYSTEMS,CS2403B,33
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),CSP600,PROJECT FORMULATION,CS2405A,24
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),CSP600,PROJECT FORMULATION,CS2405B,22
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),CSP600,PROJECT FORMULATION,CS2405C,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),CSP650,PROJECT,CS2406A,17
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),CTU551,ISLAM AND ASIAN CIVILIZATION,CS2401A,23
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),CTU555,MALAYSIAN HISTORY,CS2403A,28
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),CTU555,MALAYSIAN HISTORY,CS2403B,33
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),EET699,ENGLISH EXIT TEST,CS2406A,17
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ELC550,ENGLISH FOR ACADEMIC WRITING,CS2404A,11
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ELC590,ENGLISH FOR ORAL PRESENTATIONS,CS2403A,31
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ELC590,ENGLISH FOR ORAL PRESENTATIONS,CS2403B,30
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ELC650,ENGLISH FOR PROFESSIONAL INTERACTION,CS2405A,25
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ELC650,ENGLISH FOR PROFESSIONAL INTERACTION,CS2405B,22
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ENT600,TECHNOLOGY ENTREPRENEURSHIP,CS2406A,16
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ENT600,TECHNOLOGY ENTREPRENEURSHIP,CS2495B,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),HBU111,NATIONAL KESATRIA I,CS1,20
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),HBU117,RED CRESCENT 1,BHBU117A,2
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),HBU121,NATIONAL KESATRIA II,BHBU121A,2
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),HBU122,CIVIL DEFENCE II,BHBU122A,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),HBU123,FIRE BRIGADE II,BHBU123A,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),HBU123,FIRE BRIGADE II,BHBU123B,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),HKB115,TRADITIONAL  DANCE AND CREATIVE I,BHKB115A,2
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),HKR115,QURANIC STUDIES I,BHKR115A,2
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),HKR118,FUNDAMENTALS OF HUMAN DEVELOPMENT,BHKR118A,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),HKR227,ISLAMIC CALLIGRAPHY II,BHKR227A,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),HPD119,PEER COUNSELING I,BHPD119A,2
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),HPD133,COMMUNITY SERVICE I,BHPD133A,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),HPD222,PUBLIC SPEAKING (BAHASA MELAYU) II,BHPD222C,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),HSK111,SPORT EVENT MANAGEMENT I,BHSK111A,7
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),HSK113,SPORT FIRST AID SERVICE I,BHSK113A,3
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),HSK117,FOOTBALL I,BHSK117A,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),HSL111,BADMINTON I,BHSL111A,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),HSL114,SQUASH I,BHSL114A,2
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),HSL118,TENNIS I,BHSL118A,2
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),HSL221,BADMINTON II,BHSL221A,9
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),HSM113,TAEKWAN-DO I,BHSM113A,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),HSM115,RECREATION I,BHSM115A,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),HSN132,HIGH PERFORMANCE ATHLETE III,BHSN132A,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ICT400,FUNDAMENTALS OF INFORMATION TECHNOLOGY,CS2401A,23
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ICT500,CRITICAL AND CREATIVE THINKING FOR INFORMATION TECHNOLOGY SOLUTIONS,CS2403A,28
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ICT500,CRITICAL AND CREATIVE THINKING FOR INFORMATION TECHNOLOGY SOLUTIONS,CS2403B,33
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ICT550,PRINCIPLES OF DATA MANAGEMENT,CS2404A,16
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ICT550,PRINCIPLES OF DATA MANAGEMENT,CS2405C,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ICT550,PRINCIPLES OF DATA MANAGEMENT,CS2406A,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ICT551,HUMAN COMPUTER INTERACTION,CS2404A,11
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ICT552,E-COMMERCE TECHNOLOGY,CS2402A,27
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ICT552,E-COMMERCE TECHNOLOGY,CS2404A,2
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ICT554,INTRODUCTION TO INFORMATION TECHNOLOGY INFRASTRUCTURE,CS2403B,33
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ICT600,WEB TECHNOLOGY AND APPLICATION,CS2405A,30
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ICT600,WEB TECHNOLOGY AND APPLICATION,CS2405B,19
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ICT600,WEB TECHNOLOGY AND APPLICATION,CS2405C,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ICT650,MOBILE TECHNOLOGY,CS2406A,20
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),IPK500,PHILOSOPHICAL LOGIC IN ISLAM,CS2405A,24
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),IPK500,PHILOSOPHICAL LOGIC IN ISLAM,CS2405B,22
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),IPK500,PHILOSOPHICAL LOGIC IN ISLAM,CS2405C,11
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),IPK500,PHILOSOPHICAL LOGIC IN ISLAM,CS2406A,17
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ITS411,FUNDAMENTALS OF INFORMATION SYSTEMS DEVELOPMENT,CS2401A,23
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ITS411,FUNDAMENTALS OF INFORMATION SYSTEMS DEVELOPMENT,CS2403B,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ITS462,FUNDAMENTALS OF ARTIFICIAL INTELLIGENCE,CS2403A,25
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ITS462,FUNDAMENTALS OF ARTIFICIAL INTELLIGENCE,CS2404A,9
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ITS472,DATABASE MANAGEMENT SYSTEMS,CS2403A,28
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ITS472,DATABASE MANAGEMENT SYSTEMS,CS2403B,32
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ITS510,IT PROJECT MANAGEMENT,CS2404A,11
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ITS510,IT PROJECT MANAGEMENT,CS2405C,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ITS572,INFORMATION SYSTEMS ENGINEERING,CS2405A,25
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ITS572,INFORMATION SYSTEMS ENGINEERING,CS2405B,21
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ITS572,INFORMATION SYSTEMS ENGINEERING,CS2405C,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ITS587,INTRODUCTION TO KNOWLEDGE MANAGEMENT,CS2405A,27
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ITS587,INTRODUCTION TO KNOWLEDGE MANAGEMENT,CS2405B,19
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ITS587,INTRODUCTION TO KNOWLEDGE MANAGEMENT,CS2405C,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ITS610,ETHICAL SOCIAL AND PROFESSIONAL ISSUES,CS2406A,17
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ITT400,INTRODUCTION TO DATA COMMUNICATION AND NETWORKING,CS2401A,23
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ITT400,INTRODUCTION TO DATA COMMUNICATION AND NETWORKING,CS2402B,5
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ITT400,INTRODUCTION TO DATA COMMUNICATION AND NETWORKING,CS2403B,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ITT531,PRINCIPLES OF NETWORKING,CS2403AK,3
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),MAT423,LINEAR ALGEBRA I,CS2402A,20
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),MAT423,LINEAR ALGEBRA I,CS2402B,13
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),MAT423,LINEAR ALGEBRA I,CS2403A,7
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),MGT400,INTRODUCTION TO MANAGEMENT,CS2402A,20
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),MGT400,INTRODUCTION TO MANAGEMENT,CS2402B,13
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),PDM121,VOLUNTARY POLICE II,BPDM121B,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),QMT437,OPERATIONAL RESEARCH,CS2402A,20
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),QMT437,OPERATIONAL RESEARCH,CS2402B,13
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),ROU121,ROTU (AIRFORCE) II,BROU121A,2
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),STA416,APPLIED PROBABILITY AND STATISTICS,CS2401A,23
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),STA416,APPLIED PROBABILITY AND STATISTICS,CS2403A,2
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TAC401,INTRODUCTORY ARABIC (LEVEL I),CST1AA,7
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TAC401,INTRODUCTORY ARABIC (LEVEL I),CST1AB,7
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TAC401,INTRODUCTORY ARABIC (LEVEL I),CST1AC,2
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TAC501,INTRODUCTORY ARABIC (LEVEL III),CST3AB,5
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TFC401,INTRODUCTORY FRENCH (LEVEL I),CST1FA,3
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TFC401,INTRODUCTORY FRENCH (LEVEL I),CST1FB,6
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TFC451,INTRODUCTORY FRENCH (LEVEL II),APT2FC,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TFC451,INTRODUCTORY FRENCH (LEVEL II),CST2FB,3
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TFC501,INTRODUCTORY FRENCH (LEVEL III),CST3FA,2
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TGC401,INTRODUCTORY GERMAN (LEVEL I),CST1GA,4
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TGC501,INTRODUCTORY GERMAN (LEVEL III),CST3GA,3
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TGC501,INTRODUCTORY GERMAN (LEVEL III),CST3GB,5
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TIC401,INTRODUCTORY ITALIAN (LEVEL I),CST1IA,3
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TJC401,INTRODUCTORY JAPANESE (LEVEL I),CST1JA,6
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TJC401,INTRODUCTORY JAPANESE (LEVEL I),CST1JB,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TJC401,INTRODUCTORY JAPANESE (LEVEL I),CST1JC,2
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TJC451,INTRODUCTORY JAPANESE (LEVEL II),CST2JB,3
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TJC501,INTRODUCTORY JAPANESE (LEVEL III),CST3JA,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TJC501,INTRODUCTORY JAPANESE (LEVEL III),CST3JC,2
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TKC451,INTRODUCTORY KOREAN (LEVEL II),CST2KA,5
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TKC501,INTRODUCTORY KOREAN (LEVEL III),CST3KA,2
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TKC501,INTRODUCTORY KOREAN (LEVEL III),CST3KB,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TMC401,INTRODUCTORY MANDARIN (LEVEL I),CST1MA,3
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TMC401,INTRODUCTORY MANDARIN (LEVEL I),CST1MB,7
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TMC401,INTRODUCTORY MANDARIN (LEVEL I),CST1MD,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TMC401,INTRODUCTORY MANDARIN (LEVEL I),CST1ME,2
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TMC401,INTRODUCTORY MANDARIN (LEVEL I),CST1MF,7
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TMC501,INTRODUCTORY MANDARIN (LEVEL III),CST3MA,1
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TMC501,INTRODUCTORY MANDARIN (LEVEL III),CST3MB,2
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TMC501,INTRODUCTORY MANDARIN (LEVEL III),CST3MC,20
CS240,BACHELOR OF INFORMATION TECHNOLOGY (HONS.),TMC501,INTRODUCTORY MANDARIN (LEVEL III),CST3MD,2
CS241,BACHELOR OF SCIENCE (HONS.) STATISTICS,ASC550,SURVIVAL MODELS,CS2415A,1
CS241,BACHELOR OF SCIENCE (HONS.) STATISTICS,ASC550,SURVIVAL MODELS,CS2415B,2
CS241,BACHELOR OF SCIENCE (HONS.) STATISTICS,CSC413,INTRODUCTION TO INTERACTIVE MULTIMEDIA,CS2415A,31
