PROGRAM CODE,PROGRAM NAME,COURSE CODE,COURSE NAME,GROUP NAME,TOTAL
CS251,BACHELOR OF COMPUTER SCIENCE (HONS.) NETCENTRIC COMPUTING,ITT545,WEB ENGINEERING,CS2515A,29
CS251,BACHELOR OF COMPUTER SCIENCE (HONS.) NETCENTRIC COMPUTING,ITT575,WIRELESS AND MOBILE COMPUTING,CS2515A,29
CS251,BACHELOR OF COMPUTER SCIENCE (HONS.) NETCENTRIC COMPUTING,ITT593,INTRODUCTION TO DIGITAL FORENSIC,CS2515A,29
CS251,BACHELOR OF COMPUTER SCIENCE (HONS.) NETCENTRIC COMPUTING,TAC401,INTRODUCTORY ARABIC (LEVEL I),CST1AB,3
CS251,BACHELOR OF COMPUTER SCIENCE (HONS.) NETCENTRIC COMPUTING,TAC501,INTRODUCTORY ARABIC (LEVEL III),CST3AA,2
CS251,BACHELOR OF COMPUTER SCIENCE (HONS.) NETCENTRIC COMPUTING,TAC501,INTRODUCTORY ARABIC (LEVEL III),CST3AB,1
CS251,BACHELOR OF COMPUTER SCIENCE (HONS.) NETCENTRIC COMPUTING,TFC401,INTRODUCTORY FRENCH (LEVEL I),CST1FB,4
CS251,BACHELOR OF COMPUTER SCIENCE (HONS.) NETCENTRIC COMPUTING,TGC401,INTRODUCTORY GERMAN (LEVEL I),CST1GA,3
CS251,BACHELOR OF COMPUTER SCIENCE (HONS.) NETCENTRIC COMPUTING,TGC501,INTRODUCTORY GERMAN (LEVEL III),CST3GA,1
CS251,BACHELOR OF COMPUTER SCIENCE (HONS.) NETCENTRIC COMPUTING,TGC501,INTRODUCTORY GERMAN (LEVEL III),CST3GB,1
CS251,BACHELOR OF COMPUTER SCIENCE (HONS.) NETCENTRIC COMPUTING,TIC401,INTRODUCTORY ITALIAN (LEVEL I),CST1IA,5
CS251,BACHELOR OF COMPUTER SCIENCE (HONS.) NETCENTRIC COMPUTING,TIC401,INTRODUCTORY ITALIAN (LEVEL I),CST1IB,1
CS251,BACHELOR OF COMPUTER SCIENCE (HONS.) NETCENTRIC COMPUTING,TJC401,INTRODUCTORY JAPANESE (LEVEL I),CST1JA,5
CS251,BACHELOR OF COMPUTER SCIENCE (HONS.) NETCENTRIC COMPUTING,TJC401,INTRODUCTORY JAPANESE (LEVEL I),CST1JB,3
CS251,BACHELOR OF COMPUTER SCIENCE (HONS.) NETCENTRIC COMPUTING,TJC501,INTRODUCTORY JAPANESE (LEVEL III),CST3JA,1
CS251,BACHELOR OF COMPUTER SCIENCE (HONS.) NETCENTRIC COMPUTING,TJC501,INTRODUCTORY JAPANESE (LEVEL III),CST3JB,8
CS251,BACHELOR OF COMPUTER SCIENCE (HONS.) NETCENTRIC COMPUTING,TJC501,INTRODUCTORY JAPANESE (LEVEL III),CST3JC,1
CS251,BACHELOR OF COMPUTER SCIENCE (HONS.) NETCENTRIC COMPUTING,TKC501,INTRODUCTORY KOREAN (LEVEL III),CST3KB,1
CS251,BACHELOR OF COMPUTER SCIENCE (HONS.) NETCENTRIC COMPUTING,TMC401,INTRODUCTORY MANDARIN (LEVEL I),CST1MC,2
CS251,BACHELOR OF COMPUTER SCIENCE (HONS.) NETCENTRIC COMPUTING,TMC401,INTRODUCTORY MANDARIN (LEVEL I),CST1MD,2
CS251,BACHELOR OF COMPUTER SCIENCE (HONS.) NETCENTRIC COMPUTING,TMC401,INTRODUCTORY MANDARIN (LEVEL I),CST1ME,2
CS251,BACHELOR OF COMPUTER SCIENCE (HONS.) NETCENTRIC COMPUTING,TMC401,INTRODUCTORY MANDARIN (LEVEL I),CST1MF,2
CS251,BACHELOR OF COMPUTER SCIENCE (HONS.) NETCENTRIC COMPUTING,TMC501,INTRODUCTORY MANDARIN (LEVEL III),CST3MA,1
CS251,BACHELOR OF COMPUTER SCIENCE (HONS.) NETCENTRIC COMPUTING,TMC501,INTRODUCTORY MANDARIN (LEVEL III),CST3MC,2
CS251,BACHELOR OF COMPUTER SCIENCE (HONS.) NETCENTRIC COMPUTING,TMC501,INTRODUCTORY MANDARIN (LEVEL III),CST3MD,10
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,CSC438,FUNDAMENTAL OF DATA STRUCTURES,CS2534A,17
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,CSC463,FUNDAMENTALS OF ARTIFICIAL INTELLIGENCE,CS2535A,19
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,CSC463,FUNDAMENTALS OF ARTIFICIAL INTELLIGENCE,CS2535B,15
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,CSC510,DISCRETE STRUCTURES,CS2536A,1
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,CSC510,DISCRETE STRUCTURES,CS2536B,1
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,CSC533,MULTIMEDIA PROGRAMMING,CS2534A,21
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,CSC536,MULTIMEDIA INSTRUCTIONAL DESIGN,CS2534A,21
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,CSC541,PROGRAMMING INTERACTIVE SYSTEMS,CS2534A,21
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,CSC548,DISTRIBUTED MULTIMEDIA,CS2536A,17
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,CSC548,DISTRIBUTED MULTIMEDIA,CS2536B,19
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,CSC566,IMAGE PROCESSING,CS2536A,19
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,CSC566,IMAGE PROCESSING,CS2536B,17
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,CSC567,TEMPORAL MEDIA PROCESSING,CS2535A,19
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,CSC567,TEMPORAL MEDIA PROCESSING,CS2535B,16
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,CSC573,VIRTUAL REALITY,CS2535A,20
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,CSC573,VIRTUAL REALITY,CS2535B,15
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,CSC574,DYNAMIC WEB APPLICATION DEVELOPMENT,CS2535AK,1
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,CSC683,GAME DESIGN AND DEVELOPMENT,CS2536A,17
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,CSC683,GAME DESIGN AND DEVELOPMENT,CS2536B,19
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,CSP600,PROJECT FORMULATION,CS2535A,19
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,CSP600,PROJECT FORMULATION,CS2535B,16
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,CSP600,PROJECT FORMULATION,CS2536A,1
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,CSP650,PROJECT,CS2536A,18
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,CSP650,PROJECT,CS2536B,16
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,CST699,INDUSTRIAL TRAINING,CS2537A,1
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,EET699,ENGLISH EXIT TEST,CS2537A,1
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,ELC550,ENGLISH FOR ACADEMIC WRITING,CS2414B,1
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,ELC550,ENGLISH FOR ACADEMIC WRITING,CS2534A,21
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,ELC650,ENGLISH FOR PROFESSIONAL INTERACTION,CS2535A,34
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,ENT600,TECHNOLOGY ENTREPRENEURSHIP,CS2535A,19
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,ENT600,TECHNOLOGY ENTREPRENEURSHIP,CS2535B,16
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,ITS432,DATABASE DESIGN AND APPLICATION,CS2536A,1
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,ITS432,DATABASE DESIGN AND APPLICATION,CS2536B,1
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,ITS610,ETHICAL SOCIAL AND PROFESSIONAL ISSUES,CS2536A,18
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,ITS610,ETHICAL SOCIAL AND PROFESSIONAL ISSUES,CS2536B,17
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,ITT400,INTRODUCTION TO DATA COMMUNICATION AND NETWORKING,CS2536B,4
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,MAT421,CALCULUS I,CS2536B,3
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,QMT437,OPERATIONAL RESEARCH,CS2534A,4
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,TAC451,INTRODUCTORY ARABIC (LEVEL II),CST2AC,4
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,TAC501,INTRODUCTORY ARABIC (LEVEL III),CST3AB,5
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,TAC501,INTRODUCTORY ARABIC (LEVEL III),CST3AC,2
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,TFC451,INTRODUCTORY FRENCH (LEVEL II),CST2FB,2
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,TGC501,INTRODUCTORY GERMAN (LEVEL III),CST3GA,2
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,TGC501,INTRODUCTORY GERMAN (LEVEL III),CST3GB,1
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,TJC451,INTRODUCTORY JAPANESE (LEVEL II),CST2JA,3
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,TJC451,INTRODUCTORY JAPANESE (LEVEL II),CST2JB,8
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,TJC501,INTRODUCTORY JAPANESE (LEVEL III),CST3JA,2
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,TJC501,INTRODUCTORY JAPANESE (LEVEL III),CST3JC,7
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,TKC451,INTRODUCTORY KOREAN (LEVEL II),CST2KA,3
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,TKC501,INTRODUCTORY KOREAN (LEVEL III),CST3KA,5
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,TKC501,INTRODUCTORY KOREAN (LEVEL III),CST3KB,3
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,TMC451,INTRODUCTORY MANDARIN (LEVEL II),CST2MC,1
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,TMC501,INTRODUCTORY MANDARIN (LEVEL III),CST3MA,5
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,TMC501,INTRODUCTORY MANDARIN (LEVEL III),CST3MB,1
CS253,BACHELOR OF COMPUTER SCIENCE (HONS.) MULTIMEDIA COMPUTING,TMC501,INTRODUCTORY MANDARIN (LEVEL III),CST3MD,1
CS702,MASTER OF SCIENCE IN APPLIED STATISTICS,CSC788,DATA VISUALIZATION,CS772FP,17
CS702,MASTER OF SCIENCE IN APPLIED STATISTICS,QMT745,RESEARCH METHODOLOGY,CS772FP,13
CS702,MASTER OF SCIENCE IN APPLIED STATISTICS,QMT759,INPUT-OUTPUT ANALYSIS,CS772FP,10
CS702,MASTER OF SCIENCE IN APPLIED STATISTICS,STA704,SAMPLING THEORY AND PRACTICE,CS772FP,13
CS702,MASTER OF SCIENCE IN APPLIED STATISTICS,STA705,STATISTICAL COMPUTING,CS772FP,16
CS702,MASTER OF SCIENCE IN APPLIED STATISTICS,STA706,ADVANCED STATISTICAL INFERENCE,CS772FP,17
CS702,MASTER OF SCIENCE IN APPLIED STATISTICS,STA739,APPLIED STATISTICAL MODELING,CS772FP,14
CS702,MASTER OF SCIENCE IN APPLIED STATISTICS,STA751,STATISTICAL CONSULTING AND ENTREPRENEURSHIP,CS772FP,14
CS702,MASTER OF SCIENCE IN APPLIED STATISTICS,STA754,PHILOSOPHY OF STATISTICAL SCIENCES,CS772FP,6
CS702,MASTER OF SCIENCE IN APPLIED STATISTICS,STA765,DESIGN AND ANALYSIS OF EXPERIMENTS,CS772FP,10
CS702,MASTER OF SCIENCE IN APPLIED STATISTICS,STA780,ADVANCED MULTIVARIATE ANALYSIS,CS772FP,17
CS702,MASTER OF SCIENCE IN APPLIED STATISTICS,STA799,RESEARCH PROJECT IN APPLIED STATISTICS,CS772FP,6
CS707,MASTER OF COMPUTER SCIENCE,CSC701,AUTOMATA THEORY AND FORMAL LANGUAGE,CS7071B,18
CS707,MASTER OF COMPUTER SCIENCE,CSC709,SPECIAL TOPIC (COMPUTATIONAL SCIENCES),CS7072B,3
CS707,MASTER OF COMPUTER SCIENCE,CSC710,COMPUTER ARCHITECTURE AND ORGANIZATION,CS7071B,15
CS707,MASTER OF COMPUTER SCIENCE,CSC711,ADVANCED SOFTWARE ENGINEERING,CS7071B,11
CS707,MASTER OF COMPUTER SCIENCE,CSC711,ADVANCED SOFTWARE ENGINEERING,CS7072B,9
CS707,MASTER OF COMPUTER SCIENCE,CSC733,IMAGE PROCESSING,CS7073B,6
CS707,MASTER OF COMPUTER SCIENCE,CSC742,STORAGE AND RETRIEVAL ALGORITHMS,CS7072B,11
CS707,MASTER OF COMPUTER SCIENCE,CSC746,DISERTATION,CS7073B,1
CS707,MASTER OF COMPUTER SCIENCE,CSC750,COMPILER CONSTRUCTION,CS7072B,19
CS707,MASTER OF COMPUTER SCIENCE,CSC752,ADVANCED ALGORITHM & ANALYSIS,CS7072B,18
CS707,MASTER OF COMPUTER SCIENCE,CSC752,ADVANCED ALGORITHM & ANALYSIS,CS7073B,1
CS707,MASTER OF COMPUTER SCIENCE,CSC770,NATURAL LANGUAGE PROCESSING,CS7073B,5
CS707,MASTER OF COMPUTER SCIENCE,CSC779,SPECIAL TOPIC (INTELLIGENT SYSTEMS),CS7072B,4
CS707,MASTER OF COMPUTER SCIENCE,CSC780,PARALLEL PROCESSING,CS7072B,26
CS707,MASTER OF COMPUTER SCIENCE,CSC782,SOFTWARE QUALITY,CS7073B,4
CS707,MASTER OF COMPUTER SCIENCE,CSC783,COMPONENT BASED SOFTWARE ENGINEERING,CS7073B,2
CS707,MASTER OF COMPUTER SCIENCE,CSC784,RESEARCH METHODS IN COMPUTER SCIENCES,CS7071B,15
CS707,MASTER OF COMPUTER SCIENCE,CSC785,PHILOSOPHY OF COMPUTER SCIENCES,CS7071B,11
CS707,MASTER OF COMPUTER SCIENCE,CSC785,PHILOSOPHY OF COMPUTER SCIENCES,CS7072B,9
CS707,MASTER OF COMPUTER SCIENCE,CSC789,SPECIAL TOPIC (SOFTWARE ENGINEERING),CS7072B,13
CS707,MASTER OF COMPUTER SCIENCE,ITS773,AGENT TECHNOLOGY,CS7073B,5
CS708,MASTER OF SCIENCE IN COMPUTER NETWORKING,ITT771,ADVANCED NETWORK DESIGN AND MANAGEMENT,CS7081,12
CS708,MASTER OF SCIENCE IN COMPUTER NETWORKING,ITT773,HIGH SPEED NETWORKS,CS7081,12
CS708,MASTER OF SCIENCE IN COMPUTER NETWORKING,ITT783,NETWORK PERFORMANCE MODELLING,CS7081,14
CS708,MASTER OF SCIENCE IN COMPUTER NETWORKING,ITT784,INTERNETWORK TECHNOLOGIES,CS7081,10
CS708,MASTER OF SCIENCE IN COMPUTER NETWORKING,ITT785,ADVANCED WIRELESS NETWORKS,CS7082,8
CS708,MASTER OF SCIENCE IN COMPUTER NETWORKING,ITT786,ADVANCED NETWORK PROGRAMMING,CS7083,8
CS708,MASTER OF SCIENCE IN COMPUTER NETWORKING,ITT787,CONCURRENT AND DISTRIBUTED SYSTEMS,CS7082,8
CS708,MASTER OF SCIENCE IN COMPUTER NETWORKING,ITT788,ADVANCED NETWORK SECURITY,CS7082,8
CS708,MASTER OF SCIENCE IN COMPUTER NETWORKING,ITT796,DISSERTATION,CS7083,9
CS708,MASTER OF SCIENCE IN COMPUTER NETWORKING,ITT798,RESEARCH METHODOLOGY FOR COMPUTING SCIENCES,CS7082,11
CS727,MASTER OF COMPUTER SCIENCE (WEB TECHNOLOGY),CSC735,SEMINAR IN COMPUTER SCIENCE,CS7271B,14
CS727,MASTER OF COMPUTER SCIENCE (WEB TECHNOLOGY),CSC788,DATA VISUALIZATION,CS7271B,9
CS727,MASTER OF COMPUTER SCIENCE (WEB TECHNOLOGY),CSC797,WEB ECONOMICS,CS7271B,14
CS727,MASTER OF COMPUTER SCIENCE (WEB TECHNOLOGY),CSC798,WEB ARCHITECTURE,CS7271B,14
CS727,MASTER OF COMPUTER SCIENCE (WEB TECHNOLOGY),CSP750,RESEARCH METHODS IN COMPUTING,CS7271B,14
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,CSP750,RESEARCH METHODS IN COMPUTING,C770F2T,16
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,CSP750,RESEARCH METHODS IN COMPUTING,C770P3M,17
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,CSP760,COMPUTING PROJECT,C770F3M,6
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,CSP760,COMPUTING PROJECT,C770P4M,9
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,CSP760,COMPUTING PROJECT,C770P4T,3
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,ICT700,INFORMATION AND CONVERGENCE TECHNOLOGY,C770F1,11
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,ICT700,INFORMATION AND CONVERGENCE TECHNOLOGY,C770P1,12
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,ICT701,PROBLEM SOLVING FORMALISMS FOR INFORMATION TECHNOLOGY,C770F1,11
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,ICT701,PROBLEM SOLVING FORMALISMS FOR INFORMATION TECHNOLOGY,C770P1,12
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,ICT702,INFORMATION TECHNOLOGY INFRASTRUCTURE,C770F1,11
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,ICT702,INFORMATION TECHNOLOGY INFRASTRUCTURE,C770P1,12
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,ICT703,HUMAN CENTERED INFORMATICS,C770F1,11
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,ICT703,HUMAN CENTERED INFORMATICS,C770P1,12
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,ICT704,ADVANCED DATA TECHNOLOGY,C770F1,11
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,ICT704,ADVANCED DATA TECHNOLOGY,C770P2,7
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,ICT704,ADVANCED DATA TECHNOLOGY,C770P3M,15
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,ICT705,ADVANCED WEB SYSTEMS ENGINEERING,C770F2T,16
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,ICT706,STRATEGIC INFORMATION TECHNOLOGY PLANNING,C770F2T,13
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,ICT706,STRATEGIC INFORMATION TECHNOLOGY PLANNING,C770P2,9
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,ICT707,INFORMATION TECHNOLOGY ENTREPRENEURSHIP AND INNOVATION,C770F3M,2
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,ICT707,INFORMATION TECHNOLOGY ENTREPRENEURSHIP AND INNOVATION,C770P2,7
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,ICT707,INFORMATION TECHNOLOGY ENTREPRENEURSHIP AND INNOVATION,C770P3M,13
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,ICT707,INFORMATION TECHNOLOGY ENTREPRENEURSHIP AND INNOVATION,C770P4M,12
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,ICT708,PROFESSIONAL AND SOCIETAL ISSUES IN INFORMATION TECHNOLOGY,C770F2T,13
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,ICT751,INFORMATION TECHNOLOGY MANAGEMENT,C770F3M,2
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,ICT751,INFORMATION TECHNOLOGY MANAGEMENT,C770P4M,10
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,ICT755,ADVANCED INFORMATION TECHNOLOGY PROJECT MANAGEMENT,C770F3M,2
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,ICT755,ADVANCED INFORMATION TECHNOLOGY PROJECT MANAGEMENT,CS770F3K,4
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,SYS796,DISSERTATION,C770P4M,1
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,SYS798,INFORMATION TECHNOLOGY PROJECT,C770P4M,2
CS770,MASTER OF SCIENCE IN INFORMATION TECHNOLOGY,SYS798,INFORMATION TECHNOLOGY PROJECT,C770P4T,1
CS771,MASTER OF QUANTITATIVE SCIENCES,ASC712,PORTFOLIO THEORY AND APPLICATION,CS7712D,7
CS771,MASTER OF QUANTITATIVE SCIENCES,ASC713,FINANCE AND RISK MODELLING,CS7712D,3
CS771,MASTER OF SCIENCE IN CONSTRUCTION ENGINEERING,ECD731,FINANCIAL  MANAGEMENT FOR ENGINEERS,EC7012A,1
CS771,MASTER OF SCIENCE IN CONSTRUCTION ENGINEERING,ECD732,RISK  MANAGEMENT,EC7041A,1
CS771,MASTER OF SCIENCE IN CONSTRUCTION ENGINEERING,ECM734,CONSTRUCTION INDUSTRY DEVELOPMENT,EC7051A,1
CS771,MASTER OF SCIENCE IN CONSTRUCTION ENGINEERING,ECM746,INTERNATIONAL CONSTRUCTION  BUSINESS,EC7051A,1
CS771,MASTER OF QUANTITATIVE SCIENCES,INB780,INTERNATIONAL BUSINESS,CS7711A,8
CS771,MASTER OF QUANTITATIVE SCIENCES,MGT790,STRATEGIC MANAGEMENT,CS7713A,13
CS771,MASTER OF QUANTITATIVE SCIENCES,QMT725,OPERATIONS MANAGEMENT,CS7711A,11
CS771,MASTER OF QUANTITATIVE SCIENCES,QMT732,ECONOMETRICS,CS7711A,6
CS771,MASTER OF QUANTITATIVE SCIENCES,QMT733,APPLIED ECONOMETRICS,CS7711A,12
CS771,MASTER OF QUANTITATIVE SCIENCES,QMT745,RESEARCH METHODOLOGY,CS7712A,9
CS771,MASTER OF QUANTITATIVE SCIENCES,QMT752,QUALITY MANAGEMENT AND ANALYSIS,CS7712B,16
CS771,MASTER OF QUANTITATIVE SCIENCES,QMT759,INPUT-OUTPUT ANALYSIS,CS7712C,8
CS771,MASTER OF QUANTITATIVE SCIENCES,QMT760,FORECASTING,CS7711A,10
CS771,MASTER OF QUANTITATIVE SCIENCES,QMT761,DATA MINING,CS7712A,11
CS771,MASTER OF QUANTITATIVE SCIENCES,QMT799,DISSERTATION,CS7713A,9
CS771,MASTER OF QUANTITATIVE SCIENCES,STA768,ADVANCED TIME SERIES MODELING AND FORECASTING,CS7711A,14
CS773,MASTER OF SCIENCE IN APPLIED MATHEMATICS,MAT700,COMPUTATIONAL MATHEMATICS,CS7731A,21
CS773,MASTER OF SCIENCE IN APPLIED MATHEMATICS,MAT707,MATHEMATICAL PROGRAMMING,CS7731B,27
CS773,MASTER OF SCIENCE IN APPLIED MATHEMATICS,MAT707,MATHEMATICAL PROGRAMMING,CS7731C,29
CS773,MASTER OF SCIENCE IN APPLIED MATHEMATICS,MAT708,FUZZY MODELING FOR FINANCE AND MANAGEMENT,CS7731C,28
CS773,MASTER OF SCIENCE IN APPLIED MATHEMATICS,MAT708,FUZZY MODELING FOR FINANCE AND MANAGEMENT,CS7732C,1
CS773,MASTER OF SCIENCE IN APPLIED MATHEMATICS,MAT710,FINANCIAL MATHEMATICS,CS7731C,29
CS773,MASTER OF SCIENCE IN APPLIED MATHEMATICS,MAT710,FINANCIAL MATHEMATICS,CS7732C,1
CS773,MASTER OF SCIENCE IN APPLIED MATHEMATICS,MAT712,FINITE DIFFERENCE METHODS FOR PARTIAL DIFFERENTIAL EQUATIONS,CS7731A,21
CS773,MASTER OF SCIENCE IN APPLIED MATHEMATICS,MAT715,FUNDAMENTALS OF NUMERICAL ANALYSIS,CS7731A,21
CS773,MASTER OF SCIENCE IN APPLIED MATHEMATICS,MAT720,FLUID MECHANICS AND HEAT/MASS TRANSFER,CS7731B,27
CS773,MASTER OF SCIENCE IN APPLIED MATHEMATICS,MAT723,MATRIX THEORY,CS7731A,21
CS773,MASTER OF SCIENCE IN APPLIED MATHEMATICS,MAT723,MATRIX THEORY,CS7731B,27
CS773,MASTER OF SCIENCE IN APPLIED MATHEMATICS,MAT723,MATRIX THEORY,CS7731C,29
CS773,MASTER OF SCIENCE IN APPLIED MATHEMATICS,MAT723,MATRIX THEORY,CS7732B,1
CS773,MASTER OF SCIENCE IN APPLIED MATHEMATICS,MAT723,MATRIX THEORY,CS7732C,3
CS773,MASTER OF SCIENCE IN APPLIED MATHEMATICS,MAT725,DYNAMICAL SYSTEMS,CS7731B,27
CS773,MASTER OF SCIENCE IN APPLIED MATHEMATICS,MAT725,DYNAMICAL SYSTEMS,CS7732B,3
CS773,MASTER OF SCIENCE IN APPLIED MATHEMATICS,MAT738,ADVANCED MATHEMATICAL METHODS,CS7732B,7
CS773,MASTER OF SCIENCE IN APPLIED MATHEMATICS,MAT740,MATHEMATICS IN FINANCIAL RISK MANAGEMENT,CS7732C,5
CS773,MASTER OF SCIENCE IN APPLIED MATHEMATICS,MAT769,DISSERTATION,CS7732B,3
